path,drive_id,mimeType,modifiedTime,sizeBytes
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/2017.04.04 ltr from R. Esraelian re outstanding issues Manual C. Leal Living Trust (1).pdf,1OXBs3NfqOLm0n7y2hnTRqX-n7tIKP3Ji,application/pdf,2017-06-30T21:56:50Z,104464
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/2017.05.31 Ltr from T. Thompson re pending issues - documents (1).pdf,16ptTreWlmxzaQXbqM1QomsRA6arGrLlF,application/pdf,2017-06-30T21:57:19Z,4805265
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/2017.08.04 ltr to T. Thompson re Confidential Settlement Communication.docx,1urAiw8mzJLmp47PlyH5Jpq7Ttxe9BJs7,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2017-08-04T23:19:03Z,77634
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/2018.07.19 Deed of Trust and Assignment of Rents (signed by Jace).pdf,1sFk-DEzttd7inFhEUCqB0MpF6GDvicmV,application/pdf,2021-02-09T20:57:18Z,3334943
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/2018.07.19 Promissory Note (signed by Jace).pdf,1b1b_PFzblEnyiMrv6ecKh3RXPCfTVOsP,application/pdf,2021-02-09T20:57:18Z,1522301
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/770 29681_Manuel C Leal and Son Dairy_Partnership.doc,1vKeiScgWbH4pHDeXBjMzrxz8qWtQxeH2,application/msword,2010-06-04T20:13:09Z,34816
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/Fixed Asset Schedule.pdf,1zpqaFoJ3zLuRvSJiDH6J8UmwAKAs_ey0,application/pdf,2016-03-11T23:33:27Z,56650
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/Leal 2009.05.13 Claim for Reassessment.pdf,1lAElUf5yKjEfWQma_bh-u9N4HeFvSg1t,application/pdf,2019-02-27T21:26:20Z,1827015
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/Leal 2017.07.17 Correction Grant Deed.pdf,1Br2hheyPgRo9yND0fG8t-FujxZ2cE7si,application/pdf,2019-02-27T21:26:24Z,2641765
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/Leal 2017.12.07 Settlement Agmt.pdf,1XyW7LqeH2j3t93ESBFRco2GFmfW4XHoE,application/pdf,2019-02-27T21:26:20Z,2690445
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/Leal 2018.06.01 Tenants in Common Agmt.pdf,1m88PUeUj1PPR5DGwAV8K3oQEF56J9C0-,application/pdf,2019-02-27T21:26:21Z,5217000
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/Leal 2018.06.22 Tenants In Common Agmt.pdf,1oHIHZ0yY3_xja-oH-WTUe2m92V_G3N2o,application/pdf,2019-02-27T21:26:19Z,1672544
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/Leal 2018.07.24 Amended and Restated Partnership Agmt.pdf,14gtepTK9rtCjDHXjvmLok69Lzm9AeE_E,application/pdf,2019-02-27T21:26:21Z,3534322
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/Leal 2018.07.24 Claim for Reassessment APN 158.160.004.pdf,19v2P3qcIHQMvRNt2Vko09q4-03kufbf6,application/pdf,2019-02-27T21:26:19Z,638047
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/Leal 2018.07.24 Claim for Reassessment re Manuel.pdf,1ZjXyYBUVaCKtBq2d9qLPpzHseGxfXigJ,application/pdf,2019-02-27T21:26:18Z,658882
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/Leal 2018.07.24 Grant Deed APN 158.160.006.pdf,1WXtP0Adp14sDl3hKSFUVSWip-lLqIw3V,application/pdf,2019-02-27T21:26:18Z,782002
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/Leal 2018.07.24 Grant Deed(1).pdf,1qFfENG-i7xVsWXsqDxGZBHcqSRBvTYRb,application/pdf,2019-02-27T21:26:17Z,564919
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/Leal 2018.07.24 Grant Deed.pdf,1OdjXbbwtVU-wuih-j_1XqOmI1xxePflW,application/pdf,2019-02-27T21:26:18Z,765109
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/Leal 2018.07.24 PCOR re Hazel.pdf,1iV3cBD2zclCg4hUPYcDm85UP60wlAWEz,application/pdf,2019-02-27T21:26:17Z,769259
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/Leal 2018.07.24 PCOR re Manuel.pdf,1kwgF4MMnNNAZCjmCFvddO1g2gsNz3ZcO,application/pdf,2019-02-27T21:26:18Z,1897239
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/Leal 2018.07.24 PCOR re Steve.pdf,1YyiA5IpidcJlRNTsaLEWPO3juTHCUZ1F,application/pdf,2019-02-27T21:26:19Z,733918
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/Leal 2018.07.26 Exhibit A Proposed Parcels.pdf,1DvfqKQp53sTXZl2VZ4nb0pDgJAnf4QZL,application/pdf,2019-02-27T21:26:16Z,176887
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/Leal 2018.07.26 Ltr from Robyn Esraelian.pdf,1jKDQZFS1KIGD9jz-m7vIwNbLzlU8lbZF,application/pdf,2019-02-27T21:26:16Z,231877
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/Leal 2018.07.26 PCOR Steve.pdf,1eC0WFDs7jtUx-IHkRMWJfo66aJmWahTZ,application/pdf,2019-02-27T21:26:17Z,734023
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/leal 2018.07.26 Tulare Co Planning Application.pdf,1jWq7Ayz5O-SPasJJ9dWuvF02DmaJMB6f,application/pdf,2019-02-27T21:26:23Z,6218378
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/LEALMANUELC EXHIBIT A OF TRUST.pdf,1hBTtMU6Qzees2iv1qBwsP1DW7syY6l6b,application/pdf,2012-10-16T21:35:25Z,187220
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/LEALMANUELTRUST.pdf,1tr5-Hoqr1-AJvwV8sUBN-z5D_hPq0BVg,application/pdf,2012-10-16T21:35:44Z,359860
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/LEALSTEVE_TRUST.pdf,1pG2dhwyI1QGJtmVo1lEpuX0p5oDavFUh,application/pdf,2012-02-17T18:50:46Z,953311
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/partnership note.pdf,1vtKDU7NJbOckl9YDPSTdMfheb0yTqjPe,application/pdf,2017-02-28T23:51:26Z,450953
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/Partnership_Agreement.pdf,1xQuvhjx6-R4eNIc7Yo-g7-cB2xJLn2el,application/pdf,2010-05-27T19:59:14Z,712094
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/Statement of Partnership LEAL DAIRY.pdf,1QEpnn1A-9youPZDlBym17J0pY1H6xaSy,application/pdf,2016-03-02T15:52:24Z,1973582
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/trust 2018 Settlement Docs,1TGT4pB7B20vTE7-FbIhXpoi0YLGPZpcW,application/vnd.google-apps.folder,2026-08-18,
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/trust 2018 Settlement Docs/Leal 2017.12.07 Settlement Agmt.pdf,1d3nkyYl5z6cv5OARdYfeAdcRTTmpKyh5,application/pdf,2018-08-04T19:58:46Z,2688053
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/trust 2018 Settlement Docs/Leal 2018.07.24 Amended and Restated Partnership Agmt.pdf,19JjWIBZlqnDS4C8osm52ny9At1nejbz8,application/pdf,2018-08-04T19:58:39Z,3534329
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Trust Administration/Trust.Partnership/Trustee's Certification of Trust - HAZEL.pdf,1JIsPTTNrmmbZF33US0L9amXenoqp2g5D,application/pdf,2012-10-16T21:35:04Z,1914271
Leal Trust Administration Litigation/LEAL DAIRY/Manuel Leal - SCE Accts.xlsx,1yAEo2Bq63l2F_pzv-1N0Ars8JYFlAN-T,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2012-08-30T17:35:23Z,12768
Leal Trust Administration Litigation/LEAL DAIRY/maternity table.xls,15SR-Nuw2R3138jZeq3TnvDIF_ja1-UWR,application/vnd.ms-excel,2010-11-24T21:30:02Z,26624
Leal Trust Administration Litigation/LEAL DAIRY/Pump Hours.xls,1CnRrrQNPSHtVCSnKhGtCIt1lWk7hIvNg,application/vnd.ms-excel,2024-09-03T21:16:15Z,17920
Leal Trust Administration Litigation/LEAL DAIRY/Rio Blanco Base Transfer.pdf,12iPmuxDuRxQ0yz0O4VdiIVmIeUaqtNDP,application/pdf,2023-08-09T19:02:20Z,621575
Leal Trust Administration Litigation/LEAL DAIRY/Rio blanco statement.xlsx,1I-AwD6PPKwJk7p4_xF9Gr1G-eZxzIfHg,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2013-01-31T18:06:16Z,52652
Leal Trust Administration Litigation/LEAL DAIRY/rodriguez.xlsx,17cyu4G5fJo48LPXsvl4mL1dSBiaG0o2Z,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2018-09-06T16:22:19Z,11916
Leal Trust Administration Litigation/LEAL DAIRY/rodriguez2.xlsx,10TSKl9POXEKdQpcxTDVvyEY3Hjj6pJNR,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2011-03-11T21:05:46Z,12033
Leal Trust Administration Litigation/LEAL DAIRY/SCC BONUS 2018.xlsx,1M5m3PjEoA5YKbW099kxWOw1QL_LS6LHQ,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2018-01-19T12:58:22Z,20800
Leal Trust Administration Litigation/LEAL DAIRY/SCC BONUS MEMO.docx,1pH6E2V-QffajkjkjUk49Y1MS77_DcwRi,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2013-12-16T20:02:05Z,12176
Leal Trust Administration Litigation/LEAL DAIRY/SCC BONUS.xlsx,1L_Cuu9OdD4ULXu4r1_crFf-iQm_agGge,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2026-07-30T19:32:25Z,23607
Leal Trust Administration Litigation/LEAL DAIRY/silage moisture.xlsx,1Rin44ZD-z-Hr_Yxhmku3NqRlbfnBwfvw,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2010-09-08T14:25:53Z,11563
Leal Trust Administration Litigation/LEAL DAIRY/silage to bushels.xlsx,1mj7bNUP6M_2j9do-rCssfkx_xQBLKS4t,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2010-12-20T21:53:36Z,11687
Leal Trust Administration Litigation/LEAL DAIRY/Solar cost benefit 2017-2018.xlsx,1GXYzru2Y8XG_9Q1mDFaEZFBSOokIDWPN,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2018-08-23T16:30:16Z,11419
Leal Trust Administration Litigation/LEAL DAIRY/SP101CAMilkPricing.pdf,1dMYdU5PJRz-_QUnUDnJmYXXj7VfrLwvI,application/pdf,2009-08-18T19:53:29Z,72950
Leal Trust Administration Litigation/LEAL DAIRY/Steps_for_calc_minprices.pdf,15eCNk-Gv8mJJsNetPrFndD5ft4mYDuwk,application/pdf,2011-03-26T00:09:56Z,56513
Leal Trust Administration Litigation/LEAL DAIRY/STEVE.HAZEL ADJUSTMENT complete.xlsx,1-tG7zJopWs3lOheM8ca_s4mNul3bFxw8,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2017-07-31T21:45:44Z,20135
Leal Trust Administration Litigation/LEAL DAIRY/STEVE.HAZEL ADJUSTMENT.xlsx,17dqXDh-FX-zdm1QIXBovMhD5t_mcyv5c,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2017-06-27T19:12:03Z,17577
Leal Trust Administration Litigation/LEAL DAIRY/The Future of Dairy Should Not Rely on the Government.docx,1kho37QZHC-wpj7V3FcVQ6SVr7ZGZDGuQ,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2011-09-24T00:21:37Z,19855
Leal Trust Administration Litigation/LEAL DAIRY/TIME CARD.xlsx,1JrrtGru4XtFOYFXJ-sm5ersPfS_wM9GJ,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2024-10-24T17:13:00Z,19213
Leal Trust Administration Litigation/LEAL DAIRY/VACATION TRACKER.xlsx,1eJ2sWHmnhomdqj5fOJCmMXU39dXGKWGi,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2019-09-19T16:14:32Z,12682
Leal Trust Administration Litigation/LEAL DAIRY/Water Quality Control Board.doc,1QTSKAinBzDRlwJS59ZZOib7uCm1GkQEw,application/msword,2009-08-10T19:03:09Z,20992
Leal Trust Administration Litigation/LEAL DAIRY/well nitrate tests.xlsx,1hpeCvnvp0l6qA_IRgVbGU5M3n1_tkwGX,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2013-04-16T21:34:06Z,1534803
Leal Trust Administration Litigation/LEAL DAIRY/Wells to Fields. DATA.xlsx,1r-QU8XAcokAaE1de_Yai8jf_36Jq8Sxm,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2026-08-07T13:27:12Z,47136
Leal Trust Administration Litigation/Leal Trust/Partnership,1cggIfIJeCJTj3YY7WTXxQOxXoVfWBYF8,application/vnd.google-apps.folder,2026-06-17T03:04:16.101Z,
Leal Trust Administration Litigation/Leal Trust/Partnership/Buyout Proposal with Interest,1ehpVsCe8U4_gI_zWlBGegRah86qFiLWW679QOrifwd8,application/vnd.google-apps.document,2026-02-02T12:38:36.157Z,3631
Leal Trust Administration Litigation/Leal Trust/Partnership/Buyout Proposal With Interest Calculation,1uip8uoKi4kOQukr2PWTirECN6LsVw49S6QT8XmWt5lM,application/vnd.google-apps.document,2026-01-31T19:45:33.469Z,3360
Leal Trust Administration Litigation/Leal Trust/Partnership/Buyout Proposal without interest,1THq4gb9tJLKpSUA11bGOQvtl4g3CAIawZKTqQ_8tiYA,application/vnd.google-apps.document,2026-02-02T17:28:02.556Z,3765
Leal Trust Administration Litigation/Leal Trust/Partnership/Copy of Section 998 Offer to Compromise - $5M Buyout Proposal,1R5wk2yjwPmyD6TUG68jusmbl4s7IcuDn2yOBOEqr5vU,application/vnd.google-apps.document,2026-05-01T23:35:00.789Z,3492
Leal Trust Administration Litigation/Leal Trust/Partnership/Executive Summary for Co-Trustees - Leal Dairy Buyout,1EHsP2sRiZBBzBCiX8Ng_fEO-X2v_fu7CxIMLP-E75TE,application/vnd.google-apps.document,2026-05-04T15:15:46.995Z,1780
Leal Trust Administration Litigation/Leal Trust/Partnership/Executive Summary: Final Settlement Proposal for Co-Trustees,1FXyrr9zv7CiryoKwHZjw2MTaS5PQRUuywSS_NAG2IjE,application/vnd.google-apps.document,2026-05-01T23:10:25.468Z,3137
Leal Trust Administration Litigation/Leal Trust/Partnership/Formal CCP 998 Cover Letter - Manuel C. Leal & Son Dairy Partnership Buyout,12jDIxClD7gT793NZp0hFH8Prsa2oWW8UnxZUNNew1uM,application/vnd.google-apps.document,2026-05-18T16:12:46.482Z,4773
Leal Trust Administration Litigation/Leal Trust/Partnership/Formal Cover Letter - CCP Section 998 Offer to Compromise,12LYdTj8ChqW6Crds-_vPpCveUGvJiJID6wqQoZ5nnz0,application/vnd.google-apps.document,2026-05-18T16:13:11.358Z,4976
Leal Trust Administration Litigation/Leal Trust/Partnership/Formal Cover Letter - CCP Section 998 Offer to Compromise (Updated),1_PVcJQTx2bC53F4LklER7tN83_k7lSovwJk5AoHXevA,application/vnd.google-apps.document,2026-05-18T20:17:27.611Z,5803
Leal Trust Administration Litigation/Leal Trust/Partnership/Formal Cover Letter - CCP Section 998 Offer to Compromise.docx,10ymulgEcqUhE5AsjKl2KelrmCqcdq4tZ,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2026-05-18T16:15:23.773Z,10862
Leal Trust Administration Litigation/Leal Trust/Partnership/Makes sense but the 6 million is actually instead ...,12pchHdQGaN_7pZ-XfOqAqQyw2OF-2X9ZROkIOiON5AU,application/vnd.google-apps.document,2026-01-29T04:45:06.567Z,4176
Leal Trust Administration Litigation/Leal Trust/Partnership/Mutual Release and Settlement Agreement - Leal Dairy Buyout,1X5KQKhd4vLaWtKPjeZxt86mAPqMfLr3x6boEINcNmL0,application/vnd.google-apps.document,2026-05-04T15:15:46.668Z,2313
Leal Trust Administration Litigation/Leal Trust/Partnership/Mutual Release and Settlement Agreement - Leal Dairy Buyout (older),1HYclpyPQxdW2ErjIMfjOJ7y2GVpLsv0P94KNu8sTCUg,application/vnd.google-apps.document,2026-05-01T23:00:42.162Z,3055
Leal Trust Administration Litigation/Leal Trust/Partnership/Mutual Release and Settlement Agreement - Leal Dairy Buyout (V2),1T9TOfTPMrahpDoE0BGJ3_l9KH66r97dO9AcfTybSlJ4,application/vnd.google-apps.document,2026-05-04T15:25:37.482Z,3026
Leal Trust Administration Litigation/Leal Trust/Partnership/Release of Financial Claims Draft,1XlEryPpASIPlWYVKyqaoFkTIWCfTA8v3Cb5ggfRC5ns,application/vnd.google-apps.document,2026-01-31T20:29:21.240Z,3538
Leal Trust Administration Litigation/Leal Trust/Partnership/Section 998 Offer to Compromise - $4.7M Buyout Proposal,1YUwM6sPiZBJWvEGFuTb1WLnSc_45ayUwbiyS9qapa14,application/vnd.google-apps.document,2026-05-01T23:00:41.923Z,3730
Leal Trust Administration Litigation/Leal Trust/Partnership/Section 998 Offer to Compromise - $4.7M Buyout Proposal (V6),1S7pUAj-5nEE4iJC4tLUlOIv9amNJFPP4gCAFtTzP0U8,application/vnd.google-apps.document,2026-05-01T23:09:22.408Z,3720
Leal Trust Administration Litigation/Leal Trust/Partnership/Section 998 Offer to Compromise - $5M Buyout Proposal,1lffmFYfi1wfX0oLZbSas4chRam2utYPt770OcKsh2WY,application/vnd.google-apps.document,2026-05-01T12:38:20.511Z,3492
Leal Trust Administration Litigation/Leal Trust/Partnership/Section 998 Offer to Compromise - Leal Dairy Buyout,1NofG5NUf-YXMWcSVZpSpsdnWYLv_KmhDJHrQe4updZg,application/vnd.google-apps.document,2026-05-04T15:15:46.346Z,2920
Leal Trust Administration Litigation/Leal Trust/Partnership/Settlement Demand and Closing Statement,1pUFanYnBk9PFIpm7m8sZK-wfXIm3bCZiq3PhPxbpqTk,application/vnd.google-apps.document,2026-02-02T12:37:16.897Z,4775
Leal Trust Administration Litigation/Leal Trust/Partnership/Settlement Letter to Counsel - Leal Dairy Buyout,19XTs3gLhQXAuAY3AC4XAq2QN4srroBpdOLPO4eQabvA,application/vnd.google-apps.document,2026-05-04T15:27:10.694Z,2870
Leal Trust Administration Litigation/Leal Trust/Partnership/Timeline of Delay and Negotiation Chronology - Leal Dairy Buyout,1OhvcQo1tsyond_oN1mphsDo0NyVpu7U-i-8DueQ0zCA,application/vnd.google-apps.document,2026-05-01T23:13:20.682Z,3576
Leal Trust Administration Litigation/Leal Trust/Partnership/Trust Profits Discussion,1dhS9pVPP42JXvwn3FmXSzhMWcH4_McRtvgj1u8owGz8,application/vnd.google-apps.document,2026-02-02T12:36:02.601Z,3944
Leal Trust Administration Litigation/milk statements,1y-xw9HRGCmHwvsCQSyWk8te6sXsBBlsQ,application/vnd.google-apps.folder,2026-06-17T03:04:08.404Z,
Leal Trust Administration Litigation/milk statements/260507_105925_12209.pdf,1UZpFaplzJB9VYFYyB5zfc_BA_4n5KpB-,application/pdf,2026-05-07T16:09:34.211Z,73831
Leal Trust Administration Litigation/milk statements/260507_105950_24612.pdf,1P2d4DbBfystiKmsm3ED4dVpd6ZQ2BubQ,application/pdf,2026-05-07T16:09:25.008Z,73981
Leal Trust Administration Litigation/milk statements/260507_110017_20292.pdf,1xhi4Z4t5Mi2kHTOGsuKp2jqO1SP5V50O,application/pdf,2026-05-07T16:09:16.212Z,73949
Leal Trust Administration Litigation/milk statements/260507_110043_12653.pdf,18EpB28_KQjFaMJGRXH1-ySHVVtSwEm1s,application/pdf,2026-05-07T16:09:07.048Z,74063
Leal Trust Administration Litigation/milk statements/260507_110108_10631.pdf,1c9UqsN-lv4MlT_mSVvaBPuyqfawyiKJo,application/pdf,2026-05-07T16:08:59.176Z,74156
Leal Trust Administration Litigation/milk statements/260507_110134_7663.pdf,1ynIrLw-TMJ-UGrs8vPLDDr-CY4QFvfqh,application/pdf,2026-05-07T16:08:51.627Z,74192
Leal Trust Administration Litigation/milk statements/260507_110159_16709.pdf,1_QKhLweMIg_SV68ee7Mjjkd59aAYjiSe,application/pdf,2026-05-07T16:08:42.724Z,74113
Leal Trust Administration Litigation/milk statements/260507_110225_20871.pdf,1sRYOcGEjzCVkSGHaNtrJFdsapVfGAnJZ,application/pdf,2026-05-07T16:08:34.971Z,74191
Leal Trust Administration Litigation/milk statements/260507_110251_32288.pdf,1AViciyesphXozocj3bDEfZSpOizbGh5V,application/pdf,2026-05-07T16:08:26.641Z,73849
Leal Trust Administration Litigation/milk statements/260507_110316_15268.pdf,1plntc0jCuNztqMkz5NcktDFq9EN2Tmec,application/pdf,2026-05-07T16:08:17.769Z,74087
Leal Trust Administration Litigation/milk statements/260507_110342_26330.pdf,1_9a8Cs1QrpW4MuEM7TkQ7RuMQALnlTag,application/pdf,2026-05-07T16:08:00.094Z,73739
Leal Trust Administration Litigation/milk statements/260507_110407_28901.pdf,1j4IpWEGWMI0V4y4BQ9bC3pqF8A2X0qBV,application/pdf,2026-05-07T16:07:50.061Z,73854
Leal Trust Administration Litigation/Trust Administration,17dgZhyfw2JmHsgD41Fq7MeZ_yGOzgnx_,application/vnd.google-apps.folder,2026-08-02T19:44:41.868Z,
Leal Trust Administration Litigation/Trust Administration/2026-7-2 BMO Atty Cunningham Ltr.pdf,1nnHz4PJtMz7wv-6b1GGwpV-0CT7Xq4we,application/pdf,2026-07-02T22:51:01.520Z,234503
Leal Trust Administration Litigation/Trust Administration/998 offer FINAL.pdf,11VQh2jHIMvTnhVQr2bcIVZjoXcwrudYB,application/pdf,2026-07-02T22:50:45.524Z,120177
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS,1RVc6B5TU59G0Yfhf-T9-QsZ1KmQ73ZtE,application/vnd.google-apps.folder,2026-07-31T00:35:18.192Z,
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623,1mwawNN6X3gsW9OwO45qlqC5dyC0Bk217,application/vnd.google-apps.folder,2026-07-31,
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2017,18B05i06iJLSw0UZMDcbziVCXwF6aGUuX,application/vnd.google-apps.folder,2026-07-31,
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2017/2017 10.31.pdf,1VQv8DTu7uDso-9RCa8LEAWZ7TcG8ZN0J,application/pdf,2017-11-02,250560
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2017/2017 11.30.pdf,1siQALQPEuZw5PMoUYyGTUFT5fB47fPbA,application/pdf,2017-12-04,259233
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2017/2017 12.31.pdf,1E9hP7u0c7WRlSSVqGEEjf_D4VBwGIST6,application/pdf,2018-01-07,229348
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2017/2017 3.31.pdf,1reC7YKqaX9-t7LEnHzchRMILX23xrsgE,application/pdf,2017-06-19,245671
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2017/2017 4.30.pdf,1EC7pdwq04ZYe-w9oKkXEolw3xPSCVxj5,application/pdf,2017-06-19,221587
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2017/2017 5.31.pdf,1RSAqLzIrUhP-e5Y_QqMSh17h0pZCW_ae,application/pdf,2017-06-19,245383
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2017/2017 6.30.pdf,1CU1OE1L0ySGtdGQtGZGJrdGq9ln5850X,application/pdf,2017-07-03,224241
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2017/2017 7.31.pdf,1w-RlZC7_jFG6exjCW4bKu0o_hb60pWVl,application/pdf,2017-08-04,214180
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2017/2017 8.31.pdf,1N9x4zzYRQSJA5zeRTiR2Z_vdqfO9SCdd,application/pdf,2017-09-06,312237
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2017/2017 9.30.pdf,1P2y7B1nEIotsoMORAkO7pJLtguUyW6mQ,application/pdf,2017-10-06,251562
Leal Trust Administration Litigation/Trust Administration/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2017/reconcile 10.31.17.pdf,1SIXNoDw7IGsvOSK1OfGPhfJQcIa1-1LK,application/pdf,2017-11-02,33175
